Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,uSRAM 1K,LSRAM 18K,Math (18x18),Chip Globals,PLL
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/DebugModule_1/ramMem_1_ramMem_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/DebugModule_1/ramMem_1_ramMem_0_1/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/DebugModule_1/ramMem_2_ramMem_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/DebugModule_1/ramMem_2_ramMem_0_1/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/DebugModule_1/ramMem_ramMem_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/NastiIOTileLinkIOConverter_1_1/Primitives,45,10,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/NastiIOTileLinkIOConverter_1_1/gnt_arb/Primitives,51,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/NastiIOTileLinkIOConverter_1_1/roq/Primitives,20,4,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/NastiIOTileLinkIOConverter_1_1/roq/T_184_subblock_T_184_subblock_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/PLIC_1/Primitives,214,69,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/PLIC_1/acq/Primitives,22,61,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/PRCI_1/Primitives,171,129,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/PRCI_1/acq/Primitives,7,49,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Primitives,13,7,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_18_1/Primitives,4,26,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_19_1/Primitives,4,23,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/Primitives,8,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/ram_data_ram_data_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/ram_data_ram_data_0_1/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/ram_data_ram_data_0_2/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/ram_data_ram_data_0_3/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/ram_data_ram_data_0_4/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/ram_data_ram_data_0_5/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_20_1/ram_last_ram_last_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_21_1/Primitives,16,7,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_21_1/ram_data_ram_data_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_21_1/ram_data_ram_data_0_1/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_21_1/ram_data_ram_data_0_2/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_21_1/ram_data_ram_data_0_3/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_21_1/ram_data_ram_data_0_4/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_21_1/ram_data_ram_data_0_5/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/Queue_22_1/Primitives,2,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/ROMSlave_1/Primitives,307,59,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/ROMSlave_1/acq/Primitives,6,10,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/TileLinkRecursiveInterconnect_2/TileLinkRecursiveInterconnect_1_1/xbar/ClientUncachedTileLinkIORouter_1_1/Primitives,13,0,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/TileLinkRecursiveInterconnect_2/TileLinkRecursiveInterconnect_1_1/xbar/ClientUncachedTileLinkIORouter_1_1/gnt_arb/Primitives,312,7,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/TileLinkRecursiveInterconnect_2/xbar/PROC_SUBSYSTEM_CORERISCV_AXI4_0_CORERISCV_AXI4_CLIENT_UNCACHED_TILE_LINK_IO_ROUTER_1/Primitives,9,0,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/TileLinkRecursiveInterconnect_2/xbar/PROC_SUBSYSTEM_CORERISCV_AXI4_0_CORERISCV_AXI4_CLIENT_UNCACHED_TILE_LINK_IO_ROUTER_1/gnt_arb/Primitives,76,5,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/ClientTileLinkIOUnwrapper_1/Primitives,19,0,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/ClientTileLinkIOUnwrapper_1/acqArb/Primitives,124,5,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/ClientTileLinkIOUnwrapper_1/acqRoq/Primitives,18,4,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/ClientTileLinkIOUnwrapper_1/relRoq/Primitives,11,1,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/PROC_SUBSYSTEM_CORERISCV_AXI4_0_CORERISCV_AXI4_NASTI_IO_TILE_LINK_IO_CONVERTER_1/Primitives,57,10,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/PROC_SUBSYSTEM_CORERISCV_AXI4_0_CORERISCV_AXI4_NASTI_IO_TILE_LINK_IO_CONVERTER_1/gnt_arb/Primitives,16,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/PROC_SUBSYSTEM_CORERISCV_AXI4_0_CORERISCV_AXI4_NASTI_IO_TILE_LINK_IO_CONVERTER_1/roq/Primitives,18,2,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/PROC_SUBSYSTEM_CORERISCV_AXI4_0_CORERISCV_AXI4_NASTI_IO_TILE_LINK_IO_CONVERTER_1/roq/T_229_subblock_T_229_subblock_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_10_1/Primitives,6,37,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_11_1/Primitives,5,34,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/Primitives,14,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/ram_data_ram_data_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/ram_data_ram_data_0_1/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/ram_data_ram_data_0_2/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/ram_data_ram_data_0_3/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/ram_data_ram_data_0_4/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/ram_data_ram_data_0_5/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_12_1/ram_last_ram_last_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_13_1/Primitives,26,5,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_13_1/ram_data_ram_data_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_13_1/ram_data_ram_data_0_1/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_13_1/ram_data_ram_data_0_2/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_13_1/ram_data_ram_data_0_3/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_13_1/ram_data_ram_data_0_4/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_13_1/ram_data_ram_data_0_5/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_14_1/Primitives,2,2,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_8_1/Primitives,7,78,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/Queue_9_1/Primitives,7,169,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/ClientTileLinkNetworkPort_1/Primitives,2,0,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/ClientUncachedTileLinkNetworkPort_1/Primitives,1,0,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/ClientUncachedTileLinkNetworkPort_1/finisher/FinishQueue_1_1/Primitives,8,9,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/ClientUncachedTileLinkNetworkPort_1/finisher/Primitives,11,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_4_1/Primitives,4,28,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_6_1/Primitives,3,1,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/Primitives,7,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/ram_header_src_ram_header_src_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/ram_payload_data_ram_payload_data_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/ram_payload_data_ram_payload_data_0_1/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/ram_payload_data_ram_payload_data_0_2/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/ram_payload_data_ram_payload_data_0_3/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/ram_payload_data_ram_payload_data_0_4/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_1_1/Queue_7_1/ram_payload_data_ram_payload_data_0_5/Primitives,0,0,12,12,0,1,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_4/Queue_2_1/Primitives,11,3,0,0,0,0,0,0,0,0
PROC_SUBSYSTEM_0/CORERISCV_AXI4_0/ChiselTop0/uncore/outmemsys/l1tol2net/TileLinkEnqueuer_4/Queue_2_1/ram_header_dst_ram_header_dst_0_0/Primitives,0,0,12,12,0,1,0,0,0,0
